id,setor,tombo,descricao,
cAQE6HO5b7,110409,333682,BANCO INDIVIDUAL COM ASSENTO ESTOFADO,
cAbQWjjzZT,1117,12723,POLTRONA GIRATORIA PARA ESCRITORIO ESPALDAR,
cAhGTjgdvx,1164,1193,CAIXA DE INSTRUMENTO MUSICAL PA COM SUB,
cAvQVmkQd1,112205,3857,MESA GOTA GERENTE,
cAwdgXYifb,1110,7665,MICROFONE DE MÃO COM FIO,
cB3WS2l5H4,111106,1162,PANDEIRO DE MADEIRA 8 (INSTRUMENTO MUSICAL),
cB4pkiI0iK,110406,12966,ESTANTE METÁLICA ABERTA,
cBCxjwnZ8Z,1120,1951,CADEIRA SECRETARIA OPERACIONAL COM BRAÇOS,
cBFDRQcvC6,110409,209277,BANCADA DE MADEIRA,
cBIwzHiLJW,110409,223003,MESA DE MADEIRA COM 06 GAVETAS,
cBcXkcJ6oD,1103,466,REDE DE INFORMÁTICA MÓDULO POWER INJETOR,
cBfjZY05cs,1114,683,COMPUTADOR - ESTAÇÃO TRABALHO - DESKTOP ´TIPO,
cBkBv1qsvl,1114,16247,CADEIRA ESCRITORIO FK,
cBy4dAYiI8,110409,159587,BANCADA DE MADEIRA REVESTIDA DE FORMICA,
cC4qCxRQjo,1164,17757,CADEIRA ESCOLAR COM PRANCHETA FRONTAL,
cCG9DHiqr3,1109,331,COMPUTADOR - ESTAÇÃO TRABALHO - DESKTOP ´TIPO,
cCOMQn8uPG,1115,13641,SELADORA DE EMBALAGENS A VÁCUO 40CM,
cCfE4h15hT,110409,319179,CARTEIRA ESCOLAR UNIVERSITARIA COM ASSENTO E,
cClEqeaaxb,111612,13244,BANQUETA ALTA MADEIRA,
cDOuwkBWnj,1117,9670,CARTEIRA ESCOLAR PARA DESTRO,
cDYknYtH5v,1114,16602,BIOMBO TRIPLO INOX COM TECIDOS E COM RODIZIOS,
cDcDBEo4h5,1114,17235,CADEIRA ESCOLAR COM PRANCHETA FRONTAL,
cE29qEXEhX,110409,259558,APARELHO TELEFONICO,
cEDCQOB5ZM,110409,319413,CARTEIRA ESCOLAR UNIVERSITARIA COM ASSENTO E,
cEHB1weCb5,110409,326258,AIR SPLIT DE 9.000 BTUS,
cEtnU2TQSK,110409,6913,QUADRO BRANCO 3,
cEyXbUseRH,1115,16967,BANQUETA GIRATORIA COM ASSENTO ESTOFADO,
cF1CwnwsdP,1163,10455,APARELHO TELEFONICO IP SIP T21,
cF2G4tDtyN,110409,341430,MESA DE MADEIRA COM 02 GAVETAS,
cF4HsihQch,1116,10721,APARELHO TELEFONICO IP SIP T21,
cFBvH2i2Lp,110409,238028,CARTEIRA  COM ASSENTO E ENCOSTO EM MADEIRA,
cFVNy0BTzA,110409,319495,CARTEIRA ESCOLAR UNIVERSITARIA COM ASSENTO E,
cFb9Ki78lx,1117,12643,POLTRONA GIRATORIA PARA ESCRITORIO ESPALDAR,
cFgtf8U0ux,1114,4314,PHMETRO PARA BANCADA,
cFmXhsMvjL,110409,345347,MICROFONE,
cFmvLi3YZZ,1115,14019,NOTEBOOK DELL LATITUDE 14 3400/ TIPO I -,
cFpaS30P1t,110409,288985,CADEIRA GIRATORIA COM RODIZIOS,
cFxAFvUtGx,1184,2476,CADEIRA FIXA AZUL ROYAL,
cGDBZIoDD3,1114,17416,CADEIRA FIXA POLIPROPILENO EMPILHAVEL AZUL,
cGF6cQBmot,111603,11992,MICROPIPETA MONOCANAL COM VOLUME VARIÁVEL,
cGO6lEhUP6,110409,209012,MOCHO ODONTOLOGICO,
cGSa4giejF,1115,4663,COMPUTADOR DELL OPTIPLEX 5050 SFF,
cGcbnL5x8G,111608,16870,BANQUETA GIRATORIA COM ASSENTO ESTOFADO,
cGg3W17waG,110409,18468,EXTINTOR PQS ABC 6KG,
cGhB8a9VEM,1164,5992,MESA PARA COMPUTADOR BEGE COM SUPORTE,
cGo9p2nOx3,110409,820598,QUADRO BRANCO MAGNETIZADO,
cGp8U3dDsc,1109,16193,SSD INTERNO 240GB,
cGu0gkhjbn,1115,8309,MESA RETA 800X600755,
cGwacUrugw,1114,17459,CADEIRA ESCOLAR COM PRANCHETA FRONTAL,
cHPFS3OLt1,110409,330267,MICROCOMPUTADOR,
cHRIBXYmhc,110409,209176,CAPELA PARA EXAUSTAO,
cHhH2eyyRa,110409,6216,APARELHO DE AR CONDICIONADO TIPO SPLIT HI-WALL,
cHn5wbecH3,110409,9886,ESTANTE INDUSTRIAL (ARMÁRIO ESTANTE),
cHsGEF6Zr2,110409,296451,DATA SHOW - PROJETOR DE MULTIMIDIA,
cHsGQpKRDA,110409,236647,MESA DE MADEIRA PARA LEITURA COM,
cHyFkrsFV4,110409,9913,ESTANTE INDUSTRIAL (ARMÁRIO ESTANTE),
cIDusZJgm6,110409,301133,BIOMBO,
cIFTFoMwiW,110409,339744,ARMARIO DE ACO,
cILhct7RNx,110409,278309,MODULO ISOLADOR,
cIhDSGdgPs,1164,1687,CADEIRA COMUM,
cInsTNoL5C,111612,16855,BANQUETA GIRATORIA COM ASSENTO ESTOFADO,
cIve8GEnKg,111604,258603,CADEIRA GIRATORIA COM ASSENTO E ENCOSTO,
cJ7Gd8irXo,110409,220372,EXTINTOR PARA INCENDIO A BASE DE PO,
cJ7l061WCq,110409,341769,CADEIRA FIXA COM ASSENTO E ENCOSTO ESTOFADOS,
cJFPacczF5,110409,222947,CADEIRA PARA AUDITORIO COM ASSENTO E ENCOSTO,
cJOIwOvRQl,111104,2337,CADEIRA FIXA AZUL ROYAL,
cJXNnqeekm,110409,7962,APARELHO DE AR CONDICIONADO TIPO SPLIT HI-WALL,
cJl57HKZn1,1117,1317,CÂMERA FOTOGRÁFICA DIGITAL SEMIPROFISSIONAL,
cKFrDSaUn3,110409,13399,PATCH PANEL 24 PORTAS CAT.6,
cKHGTAH90E,1114,6277,CADEIRA DE GIRATÓRIA SEM BRAÇO MARTIFLEX,
cKSCcB8BXr,1164,6008,MESA PARA COMPUTADOR CINZA COM SUPORTE,
cKY4o4YlK4,1113,12406,CADEIRA FIXA EM POLIPROPILENO,
cL4YXcAiBD,116319,1018,COMPUTADOR - ESTAÇÃO TRABALHO - DESKTOP ´TIPO,
cLBREd3z5U,1164,17910,QUADRO BRANCO 200X120CM,
cLL1i8PdiD,1114,16240,CADEIRA ESCRITORIO FK,
cLawxuqVB7,110409,208667,CARTEIRA ESCOLAR UNIVERSITARIA DE,
cLeFCiZYI0,110406,12975,ESTANTE METÁLICA ABERTA,
cMj1PiJI1i,112303,7267,VENTILADOR DE TETO,
cMjQsRcmID,1124,15903,FONE DE OUVIDO EDIFIER,
cN4g5HAg3q,112303,14477,CADEIRA FIXA EMPILHÁVEL,
cN55U0XpeW,1164,247913,CARTEIRA ESCOLAR UNIVERSITARIA COM ASSENTO E,
cNgpyJkBTI,110409,239048,ESTABILIZADOR DE TENSAO,
cNk6QcgFWp,116311,1202,MICROFONE GOOSENECK,
cOEECyOLAo,1117,12656,POLTRONA GIRATORIA PARA ESCRITORIO ESPALDAR,
cOdKDLkbsR,1117,12797,POLTRONA GIRATORIA PARA ESCRITORIO ESPALDAR,
cOiWD7ws5C,1115,15646,NOTEBOOK POSITIVO MASTER N4340,
cP5t3sVVkB,1116,11069,POLTRONA FIXA,
cPBqWYeatl,1114,18124,CADEIRA FIXA POLIPROPILENO EMPILHAVEL AZUL,
cPErGKNMJL,111903,5798,MESA DE ESCRITÓRIO COM 3 GAVETAS,
cPGgq8BqpX,110406,12989,ESTANTE METÁLICA ABERTA,
cPGxRS0xqH,1114,11542,PROJETOR MULTIMÍDIA EPSON POWER LITE X36,
cPLdqAqG0c,116346,3679,MESA RETA MED 800 X 750 X 740MM,
cPTHOIRDUa,1164,1772,CADEIRA COMUM,
cQRmdNQ5vb,110103,12418,CADEIRA FIXA EM POLIPROPILENO,
cQZt7foP08,1113,15769,CADEIRA FIXA ASSENTO E ENCOSTO EM,
cQtRG0FdZc,111103,12610,CADEIRA FIXA GIRATORIA PARA BANCADA,
cRB2t7PaQs,1114,10564,APARELHO TELEFONICO IP SIP T21,
cRI0i3tPIz,110409,208318,CARTEIRA ESCOLAR UNIVERSITARIA DE,
cRlXbmn1jL,111604,7439,COMPUTADOR DELL OPTIPLEX 7060,
cRlfjGIumw,1116,10891,QUADRO BRANCO COM MOLDURA DE ALUMINIO 3,
cRv9h3twHZ,111604,7477,COMPUTADOR DELL OPTIPLEX 7060,
cSBb4RqOQK,110409,18602,PROJETOR BENQ MS502,
cSDoBe3Q2h,1117,7467,COMPUTADOR DELL OPTIPLEX 7060,
cSDpkC97Ir,1164,10167,POLTRONA PARA AUDITORIO,
cSEjxqIHV4,110409,5923,MESA DE ESCRITÓRIO COM 3 GAVETAS,
cSK947OM3E,111604,6424,CADEIRA DE GIRATÓRIA SEM BRAÇO MARTIFLEX,
cSUHKuHAu3,111012,3014,CARTEIRA ESCOLAR PARA DESTRO,
cSeaR36WAY,1110,8978,CARTEIRA ESCOLAR PARA CANHOTO,
cShreEhBCm,1115,4643,COMPUTADOR DELL OPTIPLEX 5050 SFF,
cSv5vKgHVf,1115,13685,FONTE DE ELETROFORENSE PROGRAMAVEL,
cSwLUAAPyu,110409,237548,MESA DE MADEIRA COM 02 GAVETAS,
cTU5IYcJOu,116317,8860,GAVETEIRO MÓVEL,
cUBkC0Aenx,112205,11305,POLTRONA FIXA,
cUWE8lCDto,1164,7804,APARELHO DE AR CONDICIONADO SPLIT PISO-TETO,
cUxeAjFiSU,110409,257263,CARTEIRA ESCOLAR UNIVERSITARIA DE,
cUzgp5lM69,1115,16950,BANQUETA GIRATORIA COM ASSENTO ESTOFADO,
cVtAfZjPtL,110409,208833,VENTILADOR DE COLUNA,
cVvoWjOtHF,1114,16243,CADEIRA ESCRITORIO FK,
cW1aSBv3fS,1114,12130,BALANÇA ANALÍTICA COM CALIBRAÇÃO INTERNA 220G,
cW3EYjFS0F,110409,279583,CARTEIRA ESCOLAR UNIVERSITARIA COM ASSENTO E,
cWCJFZT5GA,1114,13498,SIMULADOR DE EXAME DE PRÓSTATA,
cWVCwH3OuB,1103,505,REDE DE INFORMÁTICA MÓDULO POWER INJETOR,
cWuV5SuV01,110409,237544,BEBEDOURO ELETRICO COM TORNEIRA PARA COPO E,
cXLWDk52et,1115,4777,APARELHO DE AR CONDICIONADO SPLIT HI-WALL,
cXOpwIOGut,111604,7392,COMPUTADOR DELL OPTIPLEX 7060,
cXWALZRYab,110409,312871,AIR SPLIT DE 30.000 BTUS,
cXZ9d5I4dg,111103,12592,CADEIRA FIXA GIRATORIA PARA BANCADA,
cYkymiiifz,1110,8415,ARMÁRIO BAIXO 800X600X750 MM,
cYslAa54UA,110303,2088,CADEIRA SECRETARIA OPERACIONAL COM BRAÇOS,
cZ6iLzMxgT,110409,237950,CARTEIRA  COM ASSENTO E ENCOSTO EM MADEIRA,
cZFvj6xd0R,112205,1897,CADEIRA SECRETARIA OPERACIONAL COM BRAÇOS,
cZTcC427PP,1114,16600,BIOMBO TRIPLO INOX COM TECIDOS E COM RODIZIOS,
cZWJkM3u6Z,1104,16785,APARADOR DE GRAMA ELETRICO,
cZmSdLzBb5,110707,2120,CADEIRA SECRETARIA OPERACIONAL COM BRAÇOS,
cZxcBhhBmM,1164,3187,CARTEIRA ESCOLAR PARA DESTRO,
caAp4kGWVH,116341,341602,CADEIRA GIRATORIA COM ASSENTO E ENCOSTO,
caDCHlAU6E,112303,14509,CADEIRA FIXA EMPILHÁVEL,
cbKssCLl51,110409,257503,CARTEIRA ESCOLAR UNIVERSITARIA DE,
cbNGLbsmFH,116338,14041,COMPUTADOR DELL OPTIPLEX TIPO I -,
cbSq6rzfzr,111506,12889,POLTRONA GIRATORIA PARA ESCRITORIO ESPALDAR,
cbTxHmDVdH,1101,15226,MEDIDOR TIPO PRESSÃO DE INFRA-COMPARTIMENTAL,
cbf8UR0yBN,1113,12327,CADEIRA FIXA EM POLIPROPILENO,
cboyHHxojU,110409,296173,MICROMETRO STARR,
cbqid0SGHz,111106,12935,ARMÁRIO EM AÇO P/ ESCRITÓRIO,
cc141u8nMM,110302,11802,INTERFACE PARA FIBRA ÓTICA TIPO 10GBASE-SR,
cc4tIbi68M,110409,236673,CADEIRA DE PLASTICO,
cc6tIQkQsM,110405,3491,MESA DE REUNIÃO REDONDA MED 1200 X730MM,
cc9LF7Zyiq,110409,258377,CARTEIRA ESCOLAR UNIVERSITARIA DE,
ccOSwlVz7T,111104,705,COMPUTADOR - ESTAÇÃO TRABALHO - DESKTOP ´TIPO,
ccZ6HmytJT,111612,15045,MEDIDOR DE PH MICROPROCESSADOR DIGITAL DE,
cccgaDoNff,111616,240271,ESTABILIZADOR DE TENSAO,
cciczmrYvi,110409,310067,MICROFONE,
cd39mltsdA,1184,16024,COMPUTADOR LENOVO TC M75S GEN 2,
cd9Uw9Pnov,116330,15859,FONE DE OUVIDO/HEADSET LEHMOX,
cdOiGIPSER,111604,6986,CADEIRA EXECUTIVA GIRATÓRIA SEM BRAÇOS PARA,
cdZZq2JCk8,110409,13267,BANQUETA ALTA MADEIRA,
cdeuyjpMix,111103,12594,CADEIRA FIXA GIRATORIA PARA BANCADA,
cdrnG98NUh,1114,15615,LEITORA DE MICROPLACAS,
ceWFYrR7HB,1110,5834,MESA DE ESCRITÓRIO COM 3 GAVETAS,
ceckzAdd2N,110409,820378,BALANCA DE PRECISAO ELETRONICA,
cek5QR2DRT,110409,319454,CARTEIRA ESCOLAR UNIVERSITARIA COM ASSENTO E,
cekVUz3jQi,112303,14482,CADEIRA FIXA EMPILHÁVEL,
cep6UOOVpG,110409,237996,CARTEIRA  COM ASSENTO E ENCOSTO EM MADEIRA,
ceqvfyTVOM,1164,18058,CADEIRA ESCOLAR COM PRANCHETA FRONTAL,
cf2mmTjXbf,1113,15533,MICROCOMPUTADOR DELL OPTIPLEX 3080,
cfNoqrzKoG,116330,16157,SSD INTERNO 240GB,
cfZGkGqr2M,1164,17779,CADEIRA ESCOLAR COM PRANCHETA FRONTAL,
cgO8Ul3YcG,111104,1261,KIT ILUMINAÇÃO PROFISSIONAL.,
cgdcVXFyLp,1164,1698,CADEIRA COMUM,
cghbDAOOee,110409,209322,PROJETOR PARA SLIDES,
cguLBW84Wx,110409,821576,MESA DE MADEIRA SEM GAVETA,
ch5hNPajSq,110409,208423,CARTEIRA ESCOLAR UNIVERSITARIA DE,
ch6tC4CfGF,110409,305676,OXIMETRO DE PULSO - CARDIOSCOPIO,
chDy9WrpNe,112303,14196,CADEIRA FIXA EMPILHÁVEL,
chHyILkVzB,116328,12432,MESA RETA COM TAMPO E MONITOR COM,
chQcIHYrET,110409,258638,CADEIRA GIRATORIA COM ASSENTO E ENCOSTO,
ci8CoxOmRI,110409,237943,CARTEIRA  COM ASSENTO E ENCOSTO EM MADEIRA,
ciFVcOABbJ,110409,297529,BANCADA DE MADEIRA REVESTIDA DE FORMICA,
ciJsNv1KwM,110409,236749,APARELHO TELEFONICO,
ciYscicH7r,110409,236825,VENTILADOR DE TETO,
cipg9Gk4WC,1114,3038,CARTEIRA ESCOLAR PARA DESTRO,
ciqQFokDxZ,1115,4850,APARELHO CONDICIONADOR DE AR PISO/TETO ELGIN,
citp5m7iKB,1115,15640,NOTEBOOK POSITIVO MASTER N4340,
cix5n7WNAB,110409,159606,REFRIGERADOR TIPO FRIGOBAR COM CAPACIDADE DE,
cj0B5dt2Kr,111616,8877,BANHO MARIA COM AGITAÇÃO 12 L,
cj1bMeCija,1164,2839,CARTEIRA ESCOLAR PARA DESTRO,
cj6etI0PmL,1114,16288,ESFIGMOMANÔMETRO AJUSTE DIGITAL,
cjReArTe6Z,111101,3604,MESA RETA MED 1000 X 750 X 740MM,
cjySBjkc6s,1115,12930,ARMÁRIO EM AÇO P/ ESCRITÓRIO,
ckRSmMe0jH,1107,1003,COMPUTADOR - ESTAÇÃO TRABALHO - DESKTOP ´TIPO,
cklFyYDmxg,1107,16174,SSD INTERNO 240GB,
clA6OPWNXR,1113,15545,MICROCOMPUTADOR DELL OPTIPLEX 3080,
clD6IDJUsC,112303,14474,CADEIRA FIXA EMPILHÁVEL,
clKqhGOPKe,110409,820532,CARTEIRA  COM ASSENTO E ENCOSTO EM MADEIRA,
clZWbjBnIr,1114,17602,CADEIRA ESCOLAR COM PRANCHETA FRONTAL,
clqbTtS5Cy,1164,9467,CARTEIRA ESCOLAR PARA DESTRO,
clz5DoWHRM,1110,2518,CADEIRA FIXA AZUL ROYAL,
cm4U3RM5yq,110409,291003,ARMARIO DE ACO,
cm8LzaoaO7,1113,275346,ARMARIO DE ACO,
cmEAVi12Ph,1114,17448,CADEIRA ESCOLAR COM PRANCHETA FRONTAL,
cmOJwwqmA7,1110,7253,CARREGADOR DE PILHAS,
cmPsrTMgHu,110409,18409,PROJETOR ACER X1223HP 4,
cmQeZTu9Mn,111614,12947,ARMÁRIO EM AÇO P/ ESCRITÓRIO,
cmXLKUuQUF,1115,3202,CARTEIRA ESCOLAR PARA DESTRO,
cmbZBQJMXX,110409,341424,MESA DE MADEIRA COM 02 GAVETAS,
cmpjwmt0Vq,116330,16492,AMPLIFICADOR 3A TECH,
cmsSvUxzSx,1116,15016,CADEIRA FIXA EMPILHÁVEL,
cmze6q31IJ,1123,1934,CADEIRA SECRETARIA OPERACIONAL COM BRAÇOS,
cmzgKhgoQK,1115,2863,CARTEIRA ESCOLAR PARA DESTRO,
cnKO5jWZc9,1110,13821,VENTILADOR OSC PAREDE 60CM,
cnUkOlHnGx,1164,6309,CADEIRA DE GIRATÓRIA SEM BRAÇO MARTIFLEX,
cntBFdpsvH,1114,16686,CARTEIRA ESCOLAR COM ASSENTO E ENCOSTO - AVL,
codMtdhBEV,1113,18147,QUADRO BRANCO 200X120CM,
coey0OGGBS,1114,10842,GAIOLA COBAIA PEQUENO PORTE TIPO CAIXA,
coweSPeYdA,110409,209192,MESA ESTERIOSTATICA,
cp11H3P3rs,111915,2060,CADEIRA SECRETARIA OPERACIONAL COM BRAÇOS,
cpGs4FCD6J,110409,329955,QUADRO BRANCO MAGNETIZADO,
cpVxTdqMSQ,111103,11485,MESA DE DESENHO COM BASE E PRANCHETA,
cpa0gC9WLr,1117,12567,CAMARA FOTOGRAFICA COM LENTE,
cppLlYf1Be,1164,4809,APARELHO DE AR CONDICIONADO TIPO SPLIT PISO-,
cpq1Okt7Kc,112303,14781,CADEIRA FIXA EMPILHÁVEL,
cpr06cNGXN,111704,12847,POLTRONA GIRATORIA PARA ESCRITORIO ESPALDAR,
cqE6mIopD1,110409,341561,CADEIRA GIRATORIA COM ASSENTO E ENCOSTO,
cqOvOPHces,111301,11563,PROJETOR MULTIMÍDIA EPSON POWER LITE X36,
cqqFFkuhQs,1117,8136,GAVETEIRO VOLANTE 3 GAVETAS,
cqrXwDId6g,111302,13986,COMPUTADOR DELL OPTIPLEX TIPO I -,
cqzbyzEA5y,111301,11169,POLTRONA FIXA,
cr5kwxoYqj,1107,6592,CADEIRA DE GIRATÓRIA SEM BRAÇO MARTIFLEX,
crECtO9YWe,1164,3378,CARTEIRA ESCOLAR PARA DESTRO,
crVmSrROaK,110409,293229,APARELHO FAX,
crbSdrcg5Q,110302,18258,PONTO DE ACESSO PADRÃO SEM FIO ALTA,
crqjfvIddG,1164,7815,QUADRO BRANCO 3,
cs0YvMpKO2,1116,15139,IMPRESSORA 3D CREALITY,
cs0cCD9z8R,110409,208384,CADEIRA GIRATORIA COM ASSENTO E ENCOSTO,
cs584LxVf2,1164,1379,CADEIRA COMUM,
csgPSH1D4g,112203,3751,BIBLIOCANTO. CONFECÇÃO EM AÇO,
csiFGNnFt2,110409,16939,BANQUETA GIRATORIA COM ASSENTO ESTOFADO,
ctBPsO9Ukh,1114,16447,ESTETOSCÓPIO ADULTO,
ctIjjDpxVe,1109,6738,APARELHO DE AR CONDICIONADO SPLIT PISO-TETO,
cuOF1oWLbd,1164,2925,CARTEIRA ESCOLAR PARA DESTRO,
cuRb2DnjBZ,110409,319173,CARTEIRA ESCOLAR UNIVERSITARIA COM ASSENTO E,
cuWw3IOKXi,110409,237419,CPU,
cuZD9BuZRy,110409,258565,CADEIRA GIRATORIA COM ASSENTO E ENCOSTO,
cucEj2TrEQ,1164,115,EXTINTOR DE INCÊNDIO PQS,
cudazLBNLz,1115,5752,ARMÁRIO ALTO EM MDF COM 2 PORTAS DE CORRER,
cugbjkRf6V,110409,337176,FLANELOGRAFO,
cul90tbBYI,111618,15505,CRONÔMETRO DE BANCADA ANALÓGICO,
cup8A0iJSG,1103,492,REDE DE INFORMÁTICA MÓDULO POWER INJETOR,
cvIghqiApB,110409,18466,EXTINTOR PQS ABC 6KG,
cvOUpvCVPS,1115,10660,APARELHO TELEFONICO IP SIP T21,
cvhVwnpLoU,1110,2674,CADEIRA FIXA AZUL ROYAL,
cvky8jmN45,1164,1814,CADEIRA COMUM,
cvvdyBL6zN,1164,4546,COMPUTADOR DELL OPTIPLEX 5050 SFF,
cvxHctt3G0,1114,16255,ESFIGMOMANÔMETRO AJUSTE DIGITAL,
cvxsUuk8in,1114,16724,ESTAÇÃO DE TRABALHO - AVL,
cw1YT8SgMA,1163,2237,CADEIRA SECRETARIA OPERACIONAL SEM BRAÇOS,
cwC3khvmg7,1115,12275,MESA DE TRABALHO RETA FORTILINE 80X60,
cwCdPMGLLu,1164,17897,QUADRO BRANCO 200X120CM,
cwEmfik8qz,1116,11235,POLTRONA FIXA,
cwsxXsF2mQ,110409,287080,CADEIRA GIRATORIA COM ASSENTO E ENCOSTO,
cx4GAa6xL2,110409,343366,ARMARIO DE MADEIRA COM PORTAS DE ABRIR,
cx7hxIwY9j,110409,305071,CADEIRA GIRATORIA COM ASSENTO E ENCOSTO,
cxFXNl1YJL,111702,13743,MODELO ANATÔMICO PÉLVIS FEMININA C/3 PARTES,
cxKQA2Hfsl,110302,11904,SWITCH DE REDE CAMADA 2 - 24 PORTAS GIGABIT,
cxTip6H8cL,110409,236500,MINI CENTRAL DE AR CONDICIONADO - MULTISPLIT -,
cxsmbJxEck,112303,14556,CADEIRA FIXA EMPILHÁVEL,
cxvM3jUVIj,110409,239609,DATA SHOW - PROJETOR DE MULTIMIDIA,
cxyhiesG7y,110409,260019,MICROCOMPUTADOR,
cy40uF75Dm,110409,258625,CADEIRA GIRATORIA COM ASSENTO E ENCOSTO,
cyRrsISzfF,111613,10892,QUADRO BRANCO COM MOLDURA DE ALUMINIO 3,
cydiYvLNIs,112303,14583,MESA REFEITÓRIO 6 LUGARES,
cz4wElCRdt,110409,257173,CARTEIRA ESCOLAR UNIVERSITARIA DE,
czZOhdAipT,1102,10403,APARELHO TELEFONICO IP SIP T21,
czbZpjBDqj,111104,15340,MICROFONE SHOTGUN BOOM DIRECIONAL,
czimfgzzTL,1164,17719,CADEIRA ESCOLAR COM PRANCHETA FRONTAL,
czm02wbxFz,111106,7226,FLAUTA DOCE CONTRALTO,
czpoFzs32v,1124,18203,FONTE DE ALIMENTAÇÃO FORTEK,
d00DcKtJf3,110409,265573,MESA DE MADEIRA COM 03 GAVETAS,
d024ETEV2G,1164,10190,POLTRONA PARA AUDITORIO,
d0QXYdrZgh,110409,236501,MINI CENTRAL DE AR CONDICIONADO - MULTISPLIT -,
d0U58qzbPt,110409,285496,MICROCOMPUTADOR,
d0nBCk85Ox,1114,933,COMPUTADOR - ESTAÇÃO TRABALHO - DESKTOP ´TIPO,
d1BMcFhQfx,1163,1857,CADEIRA COMUM,
d1HgynQ9Mw,111103,12359,CADEIRA FIXA EM POLIPROPILENO,
d1MRi0rAgo,1113,15740,CADEIRA FIXA ASSENTO E ENCOSTO EM,
d1VRA8OXSx,111620,237489,CADEIRA FIXA COM ASSENTO E ENCOSTO ESTOFADOS,
d1cJOJcFVH,110409,288023,MESA PARA MICROCOMPUTADOR,
d1gWFJh0Rm,110409,12483,MESA REUNIÃO REDONDA LAYOUT,
d1wYa8HxwZ,110409,209028,MOCHO ODONTOLOGICO,
d2ACZcZvxr,1164,2911,CARTEIRA ESCOLAR PARA DESTRO,
d2AiWtDOKW,111702,13746,MODELO DE REPRESENTAÇÃO MITOSE C/9 PEÇAS,
d2aBpA3faz,110409,327012,IMPRESSORA MULTIFUNCIONAL,
d2dLhgNYZf,112205,3832,BIBLIOCANTO. CONFECÇÃO EM AÇO,
d34EeuGGR7,111604,6457,CADEIRA DE GIRATÓRIA SEM BRAÇO MARTIFLEX,
d3YUi49lEJ,1184,16021,COMPUTADOR LENOVO TC M75S GEN 2,
d3ccz2rrNO,116346,4512,TV PANASONIC 49 POLEGADAS,
d3oMzzCxbB,110409,238031,CARTEIRA  COM ASSENTO E ENCOSTO EM MADEIRA,
d47YEle6KZ,110302,15223,SERVIDOR TIPO II COM DOIS PROCESSADORES,
d4RtmXcyHs,110409,18522,EXTINTOR PQS ABC 6KG,
d4XEGSpqQr,112303,14385,CADEIRA FIXA EMPILHÁVEL,
d4ZSunBHVs,1164,1380,CADEIRA COMUM,
d4cW4PCKZg,1116,14919,CADEIRA FIXA EMPILHÁVEL,
d4hHFmWdKA,110409,287082,CADEIRA GIRATORIA COM ASSENTO E ENCOSTO,
d4qoTt8FRi,1113,15745,CADEIRA FIXA ASSENTO E ENCOSTO EM,
d4uHb71HTt,1114,3021,CARTEIRA ESCOLAR PARA DESTRO,
d52R64LBh3,1117,12708,POLTRONA GIRATORIA PARA ESCRITORIO ESPALDAR,
d58xR17QxT,110409,18342,PROJETOR ACER X1223HP 4,
d5F6RfzO3w,1115,3975,APOIO PARA OS PÉS VEM COM REGULAGEM DE,
d5h7PK30YR,110409,291026,MESA DE MADEIRA COM 03 GAVETAS,
d5itcX77Av,1164,8207,MESA RETA 800X600755,
d6D6XeCTeM,110409,820586,CARTEIRA  COM ASSENTO E ENCOSTO EM MADEIRA,
d6DJSxOQP1,110409,208799,CADEIRA COM ASSENTO E ENCOSTO EM,
d6GewWEXLk,1164,17877,CADEIRA ESCOLAR COM PRANCHETA FRONTAL,
d6GzogEm8q,110409,262346,EXTINTOR PARA INCENDIO A BASE DE GAS,
d6RnPwqqKT,110409,110,EXTINTOR DE INCÊNDIO PQS,
d6Wxwn0tOo,1115,5824,MESA DE ESCRITÓRIO COM 3 GAVETAS,
d6eyR4NI6f,1113,286147,SISTEMA IMPEDANCE ANALYSER,
d6hqH4BIjD,1101,6565,CADEIRA DE GIRATÓRIA SEM BRAÇO MARTIFLEX,
d6uWCXIQQ4,1116,11362,POLTRONA FIXA,
d7GcK1OU56,1113,10623,APARELHO TELEFONICO IP SIP T21,
d7HG6QcSCn,110409,14949,CADEIRA FIXA EMPILHÁVEL,
d7lg9Tgvey,112303,14574,MESA REFEITÓRIO 6 LUGARES,
d8SDeNM3Zg,1115,4832,AGITADOR MECÂNICO VORTEX 3800 RPM,
d8dYizdcX2,110409,286073,CUICA CONTEMPORANEO,
d8oQvscSjj,1114,17293,CADEIRA FIXA POLIPROPILENO EMPILHAVEL AZUL,
d94A7t9OO6,1113,13985,COMPUTADOR DELL OPTIPLEX TIPO I -,
d9F8EAwTxn,110409,325007,AIR SPLIT DE 18.000 BTUS,
d9O2BC1W9h,110409,244814,AIR SPLIT SYSTEM 12000 BTUS,
d9eJxGvBGN,1164,9329,CARTEIRA ESCOLAR PARA DESTRO,
d9ieocZvMN,1113,15687,MESA RETA ESCRITORIO 1200X600CM,
d9isoCyJ0c,1115,8280,MESA RETA 800X600755,
dA7uFRcVBZ,111106,283,COMPUTADOR - ESTAÇÃO TRABALHO - DESKTOP ´TIPO,
dAQLKqt4ul,110409,7881,APARELHO DE AR CONDICIONADO SPLIT HI-WALL,
dAT20SOlif,111104,12551,CAMARA FOTOGRAFICA COM LENTE,
dAWjKtWPVf,110409,301178,BIOMBO,
